-5,0.006692851
-4.9,0.007391541
-4.8,0.008162571
-4.7,0.009013299
-4.6,0.009951802
-4.5,0.010986943
-4.4,0.012128435
-4.3,0.013386918
-4.2,0.014774032
-4.1,0.016302499
-4,0.01798621
-3.9,0.019840306
-3.8,0.021881271
-3.7,0.024127021
-3.6,0.026596994
-3.5,0.029312231
-3.4,0.032295465
-3.3,0.035571189
-3.2,0.039165723
-3.1,0.043107255
-3,0.047425873
-2.9,0.052153563
-2.8,0.057324176
-2.7,0.062973356
-2.6,0.06913842
-2.5,0.07585818
-2.4,0.083172696
-2.3,0.091122961
-2.2,0.099750489
-2.1,0.109096821
-2,0.119202922
-1.9,0.130108474
-1.8,0.141851065
-1.7,0.154465265
-1.6,0.167981615
-1.5,0.182425524
-1.4,0.197816111
-1.3,0.214165017
-1.2,0.231475217
-1.1,0.249739894
-1,0.268941421
-0.9,0.289050497
-0.8,0.310025519
-0.7,0.331812228
-0.6,0.354343694
-0.5,0.377540669
-0.4,0.40131234
-0.3,0.425557483
-0.2,0.450166003
-0.1,0.475020813
-2.04281E-14,0.5
0.1,0.524979187
0.2,0.549833997
0.3,0.574442517
0.4,0.59868766
0.5,0.622459331
0.6,0.645656306
0.7,0.668187772
0.8,0.689974481
0.9,0.710949503
1,0.731058579
1.1,0.750260106
1.2,0.768524783
1.3,0.785834983
1.4,0.802183889
1.5,0.817574476
1.6,0.832018385
1.7,0.845534735
1.8,0.858148935
1.9,0.869891526
2,0.880797078
2.1,0.890903179
2.2,0.900249511
2.3,0.908877039
2.4,0.916827304
2.5,0.92414182
2.6,0.93086158
2.7,0.937026644
2.8,0.942675824
2.9,0.947846437
3,0.952574127
3.1,0.956892745
3.2,0.960834277
3.3,0.964428811
3.4,0.967704535
3.5,0.970687769
3.6,0.973403006
3.7,0.975872979
3.8,0.978118729
3.9,0.980159694
4,0.98201379
4.1,0.983697501
4.2,0.985225968
4.3,0.986613082
4.4,0.987871565
4.5,0.989013057
4.6,0.990048198
4.7,0.990986701
4.8,0.991837429
4.9,0.992608459
5,0.993307149
